"source" "amenities" "bathrooms" "bedrooms" "has_photo" "pets_allowed" "price" "square_feet" "latitude" "longitude" "amenities2" "has_photo2" "pets_allowed2" "price_category" "source2"
"ListedBuy" 2 1 2 "Thumbnail" "None" 1150 1150 40.5734 -111.8511 "Basic" 1 0 "Medium" 4
"ListedBuy" 4 2 3 "Thumbnail" "None" 825 1100 34.8226 -82.5798 "Basic" 1 0 "Low" 4
"ListedBuy" 1 1 1 "Thumbnail" "Cats" 795 300 27.3181 -82.4987 "Basic" 1 1 "Low" 4
"ListedBuy" 9 2 2 "Thumbnail" "None" 1099 1100 36.1147 -80.0915 "Comfort" 1 0 "Medium" 4
"ListedBuy" 3 2 4 "Thumbnail" "None" 1225 1566 34.5687 -92.5783 "Basic" 1 0 "Medium" 4
"ListedBuy" 1 1 3 "Thumbnail" "Cats" 1000 1500 42.5859 -87.8552 "Basic" 1 1 "Medium" 4
"ListedBuy" 1 2 2 "Thumbnail" "None" 1700 1129 30.6554 -91.1346 "Basic" 1 0 "High" 4
"ListedBuy" 4 1 1 "Thumbnail" "None" 1122 702 32.8212 -96.7853 "Basic" 1 0 "Medium" 4
"ListedBuy" 3 1 1 "Thumbnail" "None" 1090 700 41.9725 -87.8286 "Basic" 1 0 "Medium" 4
"ListedBuy" 3 2 3 "Thumbnail" "Cats,Dogs" 1105 1200 35.8199 -90.7016 "Basic" 1 2 "Medium" 4
"ListedBuy" 7 1 2 "Thumbnail" "None" 1120 1100 41.0541 -73.5422 "Comfort" 1 0 "Medium" 4
"ListedBuy" 4 2 2 "Thumbnail" "None" 1165 890 47.0012 -120.5424 "Basic" 1 0 "Medium" 4
"ListedBuy" 2 2 3 "Thumbnail" "None" 950 1350 36.0785 -94.1531 "Basic" 1 0 "Medium" 4
"ListedBuy" 1 1 2 "Thumbnail" "None" 2000 900 40.7029 -73.8797 "Basic" 1 0 "High" 4
"ListedBuy" 3 1.5 2 "Thumbnail" "Cats,Dogs" 675 924 39.9621 -82.7824 "Basic" 1 2 "Low" 4
"ListedBuy" 1 1 1 "Thumbnail" "Cats" 875 500 45.3672 -122.6496 "Basic" 1 1 "Low" 4
"ListedBuy" 1 1 3 "Thumbnail" "None" 600 811 36.2528 -116.0181 "Basic" 1 0 "Low" 4
"ListedBuy" 2 1 2 "Thumbnail" "None" 900 1000 41.5575 -73.0329 "Basic" 1 0 "Low" 4
"ListedBuy" 4 2 2 "Thumbnail" "None" 1941 1330 39.1398 -77.5718 "Basic" 1 0 "High" 4
"ListedBuy" 3 2 3 "Thumbnail" "None" 2500 1615 42.5067 -83.1545 "Basic" 1 0 "High" 4
"ListedBuy" 1 1 2 "Thumbnail" "None" 1100 850 42.1088 -72.5522 "Basic" 1 0 "Medium" 4
"ListedBuy" 1 1 1 "Thumbnail" "None" 580 624 38.9885 -84.6468 "Basic" 1 0 "Low" 4
"ListedBuy" 6 1 1 "Thumbnail" "Cats" 700 600 42.7199 -84.5731 "Comfort" 1 1 "Low" 4
"ListedBuy" 1 1.5 2 "Thumbnail" "None" 775 725 33.8994 -98.528 "Basic" 1 0 "Low" 4
"ListedBuy" 10 2 2 "Thumbnail" "Cats,Dogs" 770 900 35.6553 -80.4824 "Comfort" 1 2 "Low" 4
"ListedBuy" 5 2 2 "Thumbnail" "None" 1365 916 38.8562 -104.772 "Basic" 1 0 "Medium" 4
"ListedBuy" 3 2 4 "Thumbnail" "None" 1225 1550 34.5687 -92.5783 "Basic" 1 0 "Medium" 4
"ListedBuy" 3 1 1 "Thumbnail" "None" 575 532 43.4251 -83.9731 "Basic" 1 0 "Low" 4
"ListedBuy" 3 1 1 "Thumbnail" "None" 675 1476 42.9236 -74.1709 "Basic" 1 0 "Low" 4
"ListedBuy" 1 1 1 "Thumbnail" "None" 1600 500 40.7029 -73.8797 "Basic" 1 0 "Medium" 4
"ListedBuy" 3 2 2 "Thumbnail" "None" 900 1147 33.873 -84.112 "Basic" 1 0 "Low" 4
"ListedBuy" 1 2 2 "Thumbnail" "Cats,Dogs" 2140 1700 39.1679 -84.4933 "Basic" 1 2 "High" 4
"ListedBuy" 3 1 1 "Thumbnail" "None" 1344 436 42.2919 -71.4269 "Basic" 1 0 "Medium" 4
"ListedBuy" 2 1 1 "Thumbnail" "None" 640 650 41.5927 -93.6276 "Basic" 1 0 "Low" 4
"ListedBuy" 2 2 4 "Thumbnail" "None" 665 1968 34.7191 -86.5855 "Basic" 1 0 "Low" 4
"ListedBuy" 5 1 1 "Thumbnail" "Cats,Dogs" 2093 1123 47.5481 -122.0471 "Basic" 1 2 "High" 4
"ListedBuy" 5 1 2 "Thumbnail" "None" 895 1400 43.5884 -96.5752 "Basic" 1 0 "Low" 4
"ListedBuy" 2 1 2 "Thumbnail" "None" 845 770 36.2342 -115.144 "Basic" 1 0 "Low" 4
"ListedBuy" 4 1 2 "Thumbnail" "None" 1089 869 33.0653 -97.0251 "Basic" 1 0 "Medium" 4
"ListedBuy" 2 2 2 "Thumbnail" "None" 925 953 36.2528 -116.0181 "Basic" 1 0 "Low" 4
"ListedBuy" 3 2 2 "Thumbnail" "None" 1962 1130 39.0275 -77.3955 "Basic" 1 0 "High" 4
"ListedBuy" 3 1 1 "Thumbnail" "None" 350 385 37.2935 -87.127 "Basic" 1 0 "Low" 4
"ListedBuy" 5 1 2 "Thumbnail" "None" 818 750 31.7951 -106.3886 "Basic" 1 0 "Low" 4
"ListedBuy" 3 2 2 "Thumbnail" "None" 949 1017 29.5364 -81.2274 "Basic" 1 0 "Low" 4
"ListedBuy" 2 1 3 "Thumbnail" "None" 2700 1200 41.8729 -70.6414 "Basic" 1 0 "High" 4
"ListedBuy" 3 1 1 "Thumbnail" "None" 750 620 41.2376 -85.8527 "Basic" 1 0 "Low" 4
"ListedBuy" 1 1 2 "Thumbnail" "None" 1550 800 33.9604 -118.0289 "Basic" 1 0 "Medium" 4
"ListedBuy" 1 1 1 "Thumbnail" "None" 475 450 35.5427 -100.9644 "Basic" 1 0 "Low" 4
"ListedBuy" 3 1.5 2 "Thumbnail" "None" 800 864 41.6475 -93.4713 "Basic" 1 0 "Low" 4
"ListedBuy" 3 1 2 "Thumbnail" "Cats,Dogs" 1015 960 40.5946 -122.3596 "Basic" 1 2 "Medium" 4
"ListedBuy" 3 1 1 "Thumbnail" "None" 690 648 41.5927 -93.6276 "Basic" 1 0 "Low" 4
"ListedBuy" 2 1 2 "Thumbnail" "None" 1150 816 47.0758 -122.3959 "Basic" 1 0 "Medium" 4
"ListedBuy" 1 1 2 "Thumbnail" "None" 1999 900 40.7029 -73.8797 "Basic" 1 0 "High" 4
"ListedBuy" 2 2 2 "Thumbnail" "None" 900 994 36.2528 -116.0181 "Basic" 1 0 "Low" 4
"ListedBuy" 2 1 2 "Thumbnail" "None" 1450 880 38.8488 -77.3296 "Basic" 1 0 "Medium" 4
"ListedBuy" 3 1 2 "Thumbnail" "None" 575 960 35.8635 -101.9666 "Basic" 1 0 "Low" 4
"ListedBuy" 5 2 1 "Thumbnail" "None" 1800 1100 33.945 -117.4074 "Basic" 1 0 "High" 4
"ListedBuy" 5 2 2 "Thumbnail" "Cats" 2595 1534 40.8876 -74.0499 "Basic" 1 1 "High" 4
"ListedBuy" 5 1 1 "Thumbnail" "None" 922 920 35.7193 -81.3418 "Basic" 1 0 "Low" 4
"ListedBuy" 1 1 1 "Thumbnail" "None" 739 575 39.1679 -84.4933 "Basic" 1 0 "Low" 4
"ListedBuy" 2 2 2 "Thumbnail" "None" 1295 1208 41.1497 -96.0355 "Basic" 1 0 "Medium" 4
"ListedBuy" 2 1 2 "Thumbnail" "None" 1395 850 39.3776 -76.706 "Basic" 1 0 "Medium" 4
"ListedBuy" 1 2 3 "Thumbnail" "None" 1750 1000 40.7394 -74.1845 "Basic" 1 0 "High" 4
"ListedBuy" 1 1 2 "Thumbnail" "None" 875 700 42.6742 -73.7936 "Basic" 1 0 "Low" 4
"ListedBuy" 1 1 1 "Thumbnail" "None" 1100 732 30.6554 -91.1346 "Basic" 1 0 "Medium" 4
"ListedBuy" 2 1 1 "Thumbnail" "None" 750 770 35.9709 -80.0068 "Basic" 1 0 "Low" 4
"ListedBuy" 3 1 1 "Thumbnail" "None" 1119 718 37.4774 -77.6585 "Basic" 1 0 "Medium" 4
"ListedBuy" 1 1 2 "Thumbnail" "None" 675 750 40.2351 -75.6408 "Basic" 1 0 "Low" 4
"ListedBuy" 2 1 2 "Thumbnail" "None" 625 896 35.9507 -85.0283 "Basic" 1 0 "Low" 4
"ListedBuy" 1 1 1 "Thumbnail" "None" 1050 700 41.1908 -73.1965 "Basic" 1 0 "Medium" 4
"ListedBuy" 1 1 1 "Thumbnail" "None" 365 500 30.6732 -88.1443 "Basic" 1 0 "Low" 4
"ListedBuy" 1 1 1 "Thumbnail" "None" 622 750 38.9885 -84.6468 "Basic" 1 0 "Low" 4
"ListedBuy" 4 1 3 "Thumbnail" "Cats" 750 1100 32.3338 -95.2951 "Basic" 1 1 "Low" 4
"ListedBuy" 2 2 4 "Thumbnail" "None" 2550 1200 42.4299 -71.0581 "Basic" 1 0 "High" 4
"ListedBuy" 1 1 1 "Thumbnail" "None" 1719 800 42.2919 -71.4269 "Basic" 1 0 "High" 4
"ListedBuy" 2 1 2 "Thumbnail" "None" 675 758 40.8062 -96.6778 "Basic" 1 0 "Low" 4
"ListedBuy" 1 2 2 "Thumbnail" "None" 1700 1123 30.6554 -91.1346 "Basic" 1 0 "High" 4
"ListedBuy" 1 1 2 "Thumbnail" "None" 1550 810 42.7282 -71.1802 "Basic" 1 0 "Medium" 4
"ListedBuy" 5 1.5 3 "Thumbnail" "None" 1080 1072 29.8798 -90.068 "Basic" 1 0 "Medium" 4
"ListedBuy" 3 1 1 "Thumbnail" "None" 600 550 34.678 -92.7603 "Basic" 1 0 "Low" 4
"ListedBuy" 4 1 2 "Thumbnail" "Cats,Dogs" 835 720 44.0763 -103.2121 "Basic" 1 2 "Low" 4
"ListedBuy" 3 1 1 "Thumbnail" "None" 2355 1119 42.2094 -70.999 "Basic" 1 0 "High" 4
"ListedBuy" 7 2 2 "Thumbnail" "Cats,Dogs" 1092 1140 40.4256 -79.7634 "Comfort" 1 2 "Medium" 4
"ListedBuy" 3 2 2 "Thumbnail" "None" 1555 966 38.8562 -104.772 "Basic" 1 0 "Medium" 4
"ListedBuy" 7 2 3 "Thumbnail" "Cats,Dogs" 694 1125 39.76 -94.8272 "Comfort" 1 2 "Low" 4
"ListedBuy" 5 2 2 "Thumbnail" "None" 1915 983 38.9557 -76.7518 "Basic" 1 0 "High" 4
"ListedBuy" 1 1 2 "Thumbnail" "None" 2200 900 42.4194 -71.111 "Basic" 1 0 "High" 4
"ListedBuy" 2 1 2 "Thumbnail" "None" 875 900 41.6121 -87.5514 "Basic" 1 0 "Low" 4
"ListedBuy" 3 2 2 "Thumbnail" "None" 1850 1017 38.835 -77.4652 "Basic" 1 0 "High" 4
"ListedBuy" 3 1 2 "Thumbnail" "None" 783 939 33.56 -101.8904 "Basic" 1 0 "Low" 4
"ListedBuy" 1 2 2 "Thumbnail" "Cats,Dogs" 769 898 32.5145 -94.7538 "Basic" 1 2 "Low" 4
"ListedBuy" 1 1 1 "Thumbnail" "None" 838 530 36.8328 -76.3529 "Basic" 1 0 "Low" 4
"ListedBuy" 6 2 2 "Thumbnail" "None" 1475 1008 38.7418 -77.4684 "Comfort" 1 0 "Medium" 4
"ListedBuy" 6 1 2 "Thumbnail" "None" 2600 1675 38.041 -78.4898 "Comfort" 1 0 "High" 4
"ListedBuy" 6 2.5 2 "Thumbnail" "Cats,Dogs" 1081 1275 38.2006 -84.9469 "Comfort" 1 2 "Medium" 4
"ListedBuy" 4 2 3 "Thumbnail" "None" 1225 1182 42.9173 -83.6285 "Basic" 1 0 "Medium" 4
"ListedBuy" 1 1 1 "Thumbnail" "None" 675 450 39.9382 -75.1008 "Basic" 1 0 "Low" 4
"ListedBuy" 5 1 2 "Thumbnail" "None" 1060 860 40.6498 -111.9625 "Basic" 1 0 "Medium" 4
"ListedBuy" 5 1 1 "Thumbnail" "Cats,Dogs" 275 300 28.0451 -81.9689 "Basic" 1 2 "Low" 4
"ListedBuy" 1 3 2 "Thumbnail" "Cats,Dogs" 2733 1917 38.9146 -94.6318 "Basic" 1 2 "High" 4
"ListedBuy" 2 1.5 2 "Thumbnail" "None" 770 880 41.1765 -96.0829 "Basic" 1 0 "Low" 4
"ListedBuy" 3 1 1 "Thumbnail" "None" 560 465 39.76 -94.8272 "Basic" 1 0 "Low" 4
"ListedBuy" 1 1 2 "Thumbnail" "None" 650 850 32.833 -83.6723 "Basic" 1 0 "Low" 4
"ListedBuy" 1 1 1 "Thumbnail" "None" 750 800 42.3729 -87.8624 "Basic" 1 0 "Low" 4
"ListedBuy" 6 2 2 "Thumbnail" "None" 1095 1148 35.98 -114.8345 "Comfort" 1 0 "Medium" 4
"ListedBuy" 3 1.5 2 "Thumbnail" "None" 1350 1075 25.4867 -80.4599 "Basic" 1 0 "Medium" 4
"ListedBuy" 2 1 2 "Thumbnail" "None" 750 973 36.2528 -116.0181 "Basic" 1 0 "Low" 4
"ListedBuy" 1 1 1 "Thumbnail" "None" 795 680 44.924 -123.3283 "Basic" 1 0 "Low" 4
"ListedBuy" 1 1.5 2 "Thumbnail" "Cats,Dogs" 1125 1400 39.1679 -84.4933 "Basic" 1 2 "Medium" 4
"Real Estate Agent" 4 1 2 "Yes" "None" 800 866 30.4348 -86.6208 "Basic" 2 0 "Low" 5
"RealRentals" 1 1 1 "Thumbnail" "Cats,Dogs" 1820 550 38.9348 -77.059 "Basic" 1 2 "High" 6
"RealRentals" 1 2 2 "Thumbnail" "Cats,Dogs" 1715 1120 39.0761 -77.1247 "Basic" 1 2 "High" 6
"RealRentals" 1 1 1 "Thumbnail" "Cats,Dogs" 1965 545 38.9348 -77.059 "Basic" 1 2 "High" 6
"RealRentals" 1 1.5 2 "Thumbnail" "Cats,Dogs" 1280 972 39.4944 -77.4535 "Basic" 1 2 "Medium" 6
"RealRentals" 1 1 1 "Thumbnail" "None" 2237 696 38.9016 -77.0508 "Basic" 1 0 "High" 6
"RealRentals" 1 1 1 "Thumbnail" "None" 2182 671 38.9016 -77.0508 "Basic" 1 0 "High" 6
"RealRentals" 1 1 1 "Thumbnail" "Cats,Dogs" 1575 686 39.1649 -76.7156 "Basic" 1 2 "Medium" 6
"RealRentals" 1 1 1 "Thumbnail" "Cats,Dogs" 1489 530 39.0017 -77.0353 "Basic" 1 2 "Medium" 6
